Comentário,Nota
esse cartão me atende bem,10
facilidade para compra,9
porque não consigo aumentar o limite do cartão,9
gosto do mercado e bem organizado e preços bons,8
pela a facilidade do pagamento e limete,10
minha nota e 8 poderia ser 10 mais tem unas 2 anos ou mais que não aumenta o meu limite e eu compro muito e pago em dias até mesmo antes ou na data,8
os preços estão altos .,8
porque não tem omento de limite no cartão por isso que não indico,0
"tem que melhorar mais , o cartão",7
critério de aumentar o limite,8
sempre compro com o cartão e maioria das vezes sem juros,9
nota 8porque porque achei a mais adequada para o momento,8
paguei e vcs liberou o limite na hora ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?,10
a data que fecha a fatura é muito boa amei,10
as ofertas da mercadoria,10
dez,10
tem anuidade,0
passei vergonha que o cartão não foi autorizado,3
e um cartão muito bom,10
"descontos no cartão , prêmios e ainda tem parcelamento nas compras .",10
fácil de usar,10
um ótimo cartão,10
se o valor da anuidade do cartão fosse menor usaria mais .,5
não gostei do atendimento não resolveu nada atendimento péssimo,5
porque é um cartão excelente atentende todas as minhas necessidades !,10
"sem burocracia , e muita eficiencia",10
foi rápido e tem desconto no cartão .,9
limite,10
muito gratificante poder contar com o cartão,10
não deveria pagar anuidade,8
"boa noite sempre existe alguma coisa que que se precisa aprimorar , a perfeição é sempre uma busca em qualquer situação",9
qualidade do serviço,10
tudo de bom mas o meu limite deveria ser mais alto um pouco,9
praticidade .,9
bom,8
"ótimo , mais deveria ser sem anuidade !",8
pedir aumento de limite.faz 40 dias eas as atendentes so me enrolam.quero cancelar,0
precisa aumentar limite,7
fui realizar uma compra parcelada e fui informado que não tinha limite e a comprar foi recusada,0
fiquei sempre satisfeita com o atendimento e a realização da compra,10
os descontos exclusivos,10
muito . bom,10
demora nas filhas,7
segurança .,10
amo o cartao pela facilidade dis serviços,10
"se o limite , fosse mais alto seria perfeito",9
estou muito feliz com o cartão .,8
não dei 10 porque falta mais agilidade nos cxs demora muito o atendimento,8
foi bom pelo preço,10
cartão top de linha,10
gostei muito,10
"á anuidade está muito cara , tendo em vista que temos cartões sem anuidade , e sempre que uma compra e feita sempre ficanum valor pra passar direto independente do valor da compra , não gostei .",4
ótima experiência,10
eu amo o meu cartão,10
nunca tive problema em anos de uso .,10
o atendimento é a facilidade de comprar,10
ótimo cartão ele e bonito chique e libera um limite bom,10
quando agente mais precisa o bloquea,0
por ter esse cartão a bastante anos e não consigo aumentar o limite,8
"pelas variedade que o supermercado oferece , e o bom atendimento !",10
e um cartão bem aceito em todo território brasileiro .,10
não sou luzia,0
a facilidade de uso,10
"porque gosto de fazer compras aqui , bem próximo onde eu moro .",10
muiyo bom,9
é um bom cartão eu indicaria com certeza pena que eu já tenho o meu cartão a mais de um ano e até agora não me aumentario meu limite,10
satisfeito,9
esse cartão nunca mim deixa na mão so queria que aumentasse o limete,10
o cartão é bom mas poderia ser melhor pois as vezes ele deixa a desejar muitas coisas,6
satisfação eficiência e rapidez . ótimo,10
porque fais 2 anos que eu tenho o cartão e nunca o limite foi aumentando,2
é loja que encontro tudo que eu quero ..,9
ótimo cartão nunca me deixou na mão ? ? ? ?,10
é muito facilitador ter um cartão,10
"pela facilidade de compra , tanto pelo delivery como na loja física , as promoções e os descontos que não são poucos .",10
excelente produto,9
"essa história de rotativo só complica , desnecessário !",6
"muito bom , nota 10",10
o  junto com seu banco cobram uma taxa muita abusiva quando a compra for parcelada no meu caso parcelei uma compra na loja  paguei com o cartao da mesma loja e foi cobrado 15 reias de juros 7.50 por parcela . agora ultizando cartao de outra rede bancaria nao cobram esse juros,4
só é ruim a unidades mt altas mts taxas,10
tudo de bom,10
com menos de 30 dias de falta de pagamento já bloqueia a cartão,4
cartão fraco ! 4 anos de uso ! nunca recebi um aumento,0
"gostei , que ao pagar a fatura o crédito cai imediatamente , podendo efetuar compras , o rendimento também foi de excelência quando solicitado . parabéns",10
"facilidade , bons descontos nos produtos e bom credito",9
o atendimento tem sido muito excelente ? ? ? ?,10
facilidade em compras parcelada ...,10
otimo,10
pouco limite,8
qualidade e preço atendimento tudo de bom,10
nunca tive problemas,10
"eficiência , boa aceitação",10
"a atenção que a administração do cartão tem para com o usuário . vcs nos deixam informado de tudo que está acontecendo com o cartão ( gasto , débito , dia melhor de comprar e etc ... ) , isso é ótimo",9
dificuldade pra resolver no atendimento eletrônico,1
muito bom,10
descontos exclusivos no cartão,10
o valor as vezes nos confundi em relação às compras e o app é muito falho,8
por que os juros ficam altos,5
"vocês não cumprem com o que prometem , me pediram para a fatura ser enviada no e-mail e até hoje não chegou pra mim , e o aplicativo do cartão é uma bosta ! ! hoje mesmo paguei o meu cartão sem conseguir ver a minha fatura pois não chega no meu e-mail",0
bom atendimento,10
promoções no mercado .,10
sempre que preciso ele me atende,10
eu amo meu cartão ? .,10
eu dei 6 por calsa da anuidade quer é um absurdo,6
"cartão é razoável , só que a anuidade está muito cara , tem muitos cartões no mercado que não cobra anuidade , vocês deveria seguir esse exemplo !",9
bom,8
passei quase trinta dias pra receber uma nova senha . atendimento deixou a desejar,6
muito bom se nao fosse borocratico,9
falta de suporte nas informações de extrato . resposta programadas sem solução . mesmo subindo no nível de supervisão,6
"o aplicativo do cartão estar sem funcionalidade , não consigo acessar os dados do cartão .",9
atendimento excelente do caixa !,10
muito bom sem problemas na aceitação,10
com certeza ter um cartão e muito bom .,10
o limite não sobe,5
preços bons,8
"cartão é ótimo , mas pra resolver problemas do cliente é muito burocrático . teve meu cartão roubado e me deu muito trabalho p obter segunda via",6
cobrança de anuidade .,0
cartão ótimo,10
a praticidade e quanto mais compramos aumenta o limite .,8
"praticidade ,",10
"1° motivo- liguei para a central pedindo o cancelamento do cartão devido o valor da anuidade , então a atendente relatou que caso eu não fizesse o cancelamento do cartão eu iria ficar isenta de pagar a anuidade por 1 ano , daí concordei ... passei uns dois meses sem pagar a anuidade , mais agora estão me cobrando anuidade novamente , tô muito insatisfeita ... sendo que pata falar novamente com um atendente tenho que colocar créditos no meu celular , não tem como ter acesso aos mesmos por ligação gratuita ! 2° motivo- o aplicativo está sem funcionalidade ... derrepente fiquei sem acesso a visualizar o limite do cartão e outras funcionalidades então desinstalei o aplicativo e agora depois de reinstalar não consigo nem entrar mais ... simplesmente fica carregando o tempo todo ! e não posso fazer compras on-line , pois não posso ativar a opção no app ( sempre deixei desativado ) . gostaria de uma resposta quanto aos problemas que tenho vivido ultimamente ! por favor me deem uma resposta , meu e-mail fpatriciaangelo @ gmail.com . desde já agradeço !",3
preços,8
aceitação em todos os estabelecimentos .,10
ele é muito bom tem os descontos mim a judá muito,9
agilidade e praticidade no pagamento ! !,10
"porque vem cobrança demais na fatura , gostaria que tirassem essas cobranças , como de sms , entre outras só deixasse a anuidade mesmo",6
praticidade e desconto legais .,10
muito bom,10
o bom atendimento,10
o atendimento,8
tenho o cartão  ah muitos anos pago a fatura em dia nunca tive direito a um aumento de limite solicitei várias vezes por isso não índico a ninguém,0
1 dos melhores cartao,10
pelo atendimento e muitas coisa boa,10
"simplicidade , atenção , clarrza .",10
"ótimo , acessível",10
cartão muito bom ! quero um aumento de limite .,10
muito bom,10
"osistema de parcelamento e ótimo compramos tudo alimentos , eletro domestico eletro eletrônico .",10
esse aplicativo tá muito ruim não abre não mostra todas as compras mostra às compras pela metade só aparece quando tá perto de feixar a fatura,6
porque ele é aceitado em todo lugar,9
"bons preços e prazos elásticos , mas , o custo financeiro ainda continua alto .",8
"tou gostando do cartão limite razoável , espero que tenha aumento rápido .",10
"preço , qualidade e bom atendimento continue assim",10
agilidade,10
dificuldade de comunicação . preços fora da realidade .,4
me sinto agradecida por ter esse cartão ele tem sido de grande valia.agradeco por sempre aumentar o limite .estou muito satisfeita por desfrutar dele,10
"boa tarde o motivo pelo qual minha avaliaçao ser 5 e porque esse cartao nao aumenta o limite igual os outros se paga certo a cada 6 meses aumenta o limite , eu por exemplo tenho 23 anos de cartao tenho cartao com limite de 4.300,00 e o e so 960,00 e parcelado 1,920,00 onde tem operadora que tem limite de 5.600,00 no rotativo e parcelado 11.200,00",5
muito bom os descontos que o estabelecimento dá na compra com o cartão .,8
nao tenho palavras,10
"acho muito confuso , quando chego no caixa com as compras , e alguns itens não podem ser parcelados , e ninguém sabe explicar o por quê , ai sua programação de gasto extrapola o planejamento , esse aspecto é muito ruim do ponto de vista do cliente , que busca maior economia , ainda mais pelo fato de não ser claro , quais itens e por qual motivo esses itens ficam fora da possibilidade de parcelamento . daí você já passou as compras , está cansado , e tem que aceitar esta condição , muito negativo isso , o que me faz atribuir nota sete ( 7 ) , falta de clareza na comercialização de produtos .",7
nada,6
muito bom gosto muito limite aumenta rápido .,10
tentando resolver um problema há vários dias e ninguém consegue resolver .,0
"gosto muito do meu cartão , preços acessíveis aos produtos ! juros não abusivos ! só queria aumento de limite",10
gosto de comprar com este cartão . é bem aceito e pra mim é muito prático .,10
suple minhas necessidades a hora que preciso,10
qualidade e variedade,10
aceita em muitos lugares muito obrigado,9
qualidade,10
porque e um cartão de crédito com um bom limite,9
ele e bom mais anuidade e muito alta,8
praticidade,10
limite avista é parcelado são diferentes,2
não consigo ter acesso ao app do e a anuidade está alta dificulta pra fazer algumas compras . fico na escolha do que pagar .,7
pago certo mas vocês não honra o cliente fui comprar foi negado a minha compra não entendo porque tanta dificuldade de aumentar meu limite como posso indicar este cartão para alguém ?,0
o desconto dado nas compras com o cartão ,10
anuidade com valor absurdo,0
muito bomvesse cartão,10
"preço , qualidade dos produtos o atendimento entrega gratis ...",10
bom atendimento,8
bom preço e bem atendido,10
por não ta chegando a fatura no meu email tenho que ir na loja pagar,0
difícil de acesso ao aplicativo,8
"muito bem atendido , rápidez",10
sempre bem atendido,10
"facilidade para pagar , variedades das lojas  , ótimos produtos , lojas em várias localidades .",10
"muito ruim o cartão , limite pouco e quando passa a comprar o cartão recusa",3
